Date,Time,"Core VIDs (avg) [V]","Core 0 VID [V]","Core 1 VID [V]","Core 2 VID [V]","Core 3 VID [V]","CPU (Tctl/Tdie) [°C]","CPU SOC [°C]","APU GFX [°C]","Core Temperatures (avg) [°C]","Core0 [°C]","Core1 [°C]","Core2 [°C]","Core3 [°C]","L3 Cache [°C]","CPU Core Voltage (SVI2 TFN) [V]","SoC Voltage (SVI2 TFN) [V]","CPU Core VID (Effective) [V]","CPU Core Current (SVI2 TFN) [A]","SoC Current (SVI2 TFN) [A]","CPU TDC [A]","CPU Package Power [W]","Core Powers (avg) [W]","Core 0 Power [W]","Core 1 Power [W]","Core 2 Power [W]","Core 3 Power [W]","CPU Core Power (SVI2 TFN) [W]","CPU SoC Power (SVI2 TFN) [W]","Core+SoC Power (SVI2 TFN) [W]","APU STAPM [W]","Motherboard [°C]","CPU [°C]","AUXTIN2 [°C]","CPU (PECI) [°C]","Vcore [V]","VIN1 [V]","+3.3V (AVCC) [V]","+3.3V (3VCC) [V]","+12V [V]","VCOREREFIN [V]","VIN4 [V]","3VSB [V]","VBAT [V]","VIN5 [V]","VIN6 [V]","+5V [V]","VIN3 [V]","VIN7 [V]","CPU1 [RPM]","Drive Airflow Temperature [°C]","Drive Temperature [°C]","GPU Temperature [°C]","GPU Core Voltage (VDDCR_GFX) [V]",
7.11.2025,19:15:57.322,1.439,1.444,1.444,1.419,1.450,46.8,46.0,43.1,43.1,43.2,42.7,43.4,42.9,44.1,0.961,1.090,1.444,4.469,4.431,4.514,5.436,0.321,0.606,0.262,0.237,0.178,5.003,4.831,9.835,13.084,38.0,47.0,24.0,40.0,0.496,0.384,3.392,3.392,12.091,1.088,0.312,3.408,3.232,0.224,1.032,5.112,1.032,1.784,1582,40,38,40.0,0.721,
7.11.2025,19:16:57.337,1.117,1.175,1.062,1.163,1.069,54.9,45.5,42.6,42.6,42.7,42.1,43.0,42.5,43.3,0.933,1.090,1.194,4.059,4.452,4.009,5.148,0.245,0.418,0.196,0.201,0.166,4.496,4.852,9.348,12.466,38.0,55.5,24.0,40.0,1.408,0.400,3.360,3.360,12.038,1.096,0.312,3.408,3.232,0.224,1.032,5.088,1.032,1.784,1582,40,38,40.0,0.721,
7.11.2025,19:17:57.342,1.387,1.363,1.363,1.400,1.425,47.8,45.5,42.6,42.7,42.8,42.3,43.1,42.6,43.5,0.942,1.090,1.444,4.367,4.455,4.388,5.382,0.316,0.543,0.243,0.256,0.222,4.949,4.856,9.805,12.226,38.0,47.2,24.0,40.0,1.136,0.384,3.392,3.376,12.091,1.088,0.312,3.408,3.232,0.224,1.032,5.088,1.032,1.784,1580,40,38,42.0,0.721,
7.11.2025,19:18:57.337,1.205,1.212,1.212,1.212,1.181,47.4,46.2,43.2,43.3,43.5,43.0,43.6,43.1,44.4,1.041,1.089,1.256,5.229,4.652,5.217,6.045,0.435,0.816,0.358,0.311,0.255,6.017,5.068,11.085,12.574,38.0,47.4,24.0,40.0,1.008,0.384,3.392,3.376,12.091,1.088,0.312,3.408,3.232,0.224,1.032,5.112,1.032,1.784,1609,40,38,40.0,0.721,
7.11.2025,19:19:57.338,1.417,1.425,1.425,1.406,1.413,51.2,45.6,42.7,42.7,42.8,42.3,43.0,42.5,43.5,0.963,1.090,1.381,4.178,4.491,4.175,5.244,0.246,0.452,0.197,0.176,0.158,4.561,4.896,9.456,12.661,38.0,51.8,24.0,40.0,1.344,0.392,3.376,3.376,12.038,1.088,0.312,3.408,3.232,0.224,1.032,5.088,1.032,1.784,1610,40,38,42.0,0.721,
7.11.2025,19:20:57.345,0.878,0.812,0.812,0.812,1.075,46.5,45.7,42.6,43.0,43.1,42.7,43.3,42.7,43.8,0.986,1.090,1.106,4.639,4.469,4.658,5.562,0.339,0.595,0.307,0.254,0.201,5.238,4.872,10.110,12.528,38.0,46.5,24.0,40.0,1.040,0.384,3.376,3.376,12.091,1.088,0.312,3.408,3.232,0.224,1.032,5.088,1.032,1.784,1638,40,38,40.0,0.721,
7.11.2025,19:21:57.368,1.297,1.387,1.387,1.025,1.387,46.2,45.7,42.7,42.8,42.9,42.5,43.2,42.7,43.6,0.966,1.090,1.450,4.432,4.468,4.445,5.413,0.304,0.515,0.258,0.237,0.205,4.979,4.871,9.850,12.531,38.0,46.2,24.0,40.0,0.832,0.376,3.392,3.392,12.091,1.096,0.312,3.408,3.232,0.224,1.032,5.088,1.032,1.784,1584,40,38,39.0,0.721,
7.11.2025,19:22:57.384,1.136,1.456,0.825,0.825,1.438,53.4,45.0,42.1,42.3,42.5,42.1,42.7,42.1,42.7,0.893,1.090,1.400,3.813,4.391,3.819,4.964,0.233,0.407,0.189,0.169,0.168,4.223,4.786,9.009,12.069,38.0,49.9,24.0,40.0,0.736,0.360,3.392,3.392,12.091,1.096,0.312,3.408,3.232,0.224,1.040,5.112,1.032,1.784,1609,40,38,40.0,0.721,
7.11.2025,19:23:57.381,1.425,1.425,1.438,1.438,1.400,49.6,43.9,41.1,41.4,41.5,41.1,41.8,41.0,41.4,0.805,1.090,1.438,2.980,4.263,2.956,4.346,0.116,0.197,0.089,0.095,0.083,3.115,4.649,7.764,11.385,38.0,49.9,24.0,40.0,1.248,0.392,3.392,3.392,12.038,1.088,0.312,3.408,3.232,0.224,1.040,5.112,1.032,1.784,1638,40,38,40.0,0.721,
7.11.2025,19:24:57.396,1.292,1.013,1.356,1.400,1.400,48.1,44.9,41.9,42.5,42.7,42.1,42.9,42.2,42.9,0.910,1.090,1.375,4.348,4.483,4.327,5.364,0.329,0.553,0.235,0.279,0.250,4.948,4.885,9.833,11.485,38.0,48.4,24.0,40.0,1.024,0.384,3.392,3.392,12.091,1.096,0.312,3.424,3.232,0.224,1.040,5.112,1.032,1.784,1609,40,38,42.0,0.722,
7.11.2025,19:25:57.398,1.434,1.438,1.425,1.438,1.438,49.2,45.4,42.4,42.8,43.0,42.5,43.1,42.6,43.6,1.003,1.090,1.450,4.843,4.509,4.883,5.739,0.374,0.676,0.323,0.274,0.225,5.524,4.915,10.439,11.972,38.0,49.8,24.0,40.0,0.576,0.360,3.392,3.392,12.091,1.088,0.312,3.408,3.232,0.224,1.032,5.088,1.032,1.784,1640,40,38,40.0,0.721,
7.11.2025,19:26:57.419,1.409,1.438,1.387,1.406,1.406,45.2,44.8,42.0,42.0,42.2,41.6,42.4,41.8,42.5,0.929,1.090,1.463,3.757,4.453,3.769,4.956,0.179,0.345,0.139,0.118,0.113,4.014,4.854,8.868,11.895,38.0,45.2,24.0,40.0,0.800,0.376,3.392,3.392,12.091,1.088,0.312,3.408,3.232,0.224,1.032,5.088,1.032,1.784,1612,40,37,40.0,0.721,
7.11.2025,19:27:57.429,1.317,1.025,1.425,1.419,1.400,51.1,44.7,41.9,42.0,42.2,41.7,42.4,41.8,42.6,0.948,1.090,1.438,4.029,4.465,4.016,5.139,0.227,0.405,0.197,0.160,0.149,4.388,4.867,9.255,11.723,38.0,44.0,24.0,40.0,0.688,0.384,3.392,3.392,12.091,1.096,0.312,3.408,3.232,0.224,1.040,5.088,1.032,1.784,1612,40,38,41.0,0.721,
7.11.2025,19:28:57.441,1.264,0.825,1.394,1.431,1.406,44.0,44.0,41.3,41.3,41.5,41.0,41.8,41.0,41.5,0.885,1.090,1.394,3.299,4.451,3.315,4.624,0.109,0.195,0.074,0.068,0.100,3.378,4.852,8.230,11.461,37.0,43.5,24.0,40.0,0.992,0.384,3.392,3.392,12.091,1.088,0.312,3.408,3.232,0.224,1.032,5.112,1.032,1.784,1636,40,38,39.0,0.722,
7.11.2025,19:29:57.444,0.975,1.387,0.838,0.838,0.838,43.5,43.1,40.5,40.6,40.7,40.3,41.1,40.1,40.6,0.868,1.090,1.450,3.105,4.410,3.106,4.472,0.077,0.124,0.048,0.063,0.075,3.114,4.808,7.922,10.900,37.0,43.5,24.0,40.0,0.864,0.376,3.392,3.392,12.091,1.096,0.312,3.408,3.232,0.224,1.040,5.088,1.032,1.784,1580,40,37,41.0,0.722,
7.11.2025,19:30:57.467,1.228,0.825,1.363,1.363,1.363,43.1,42.6,39.9,39.9,40.1,39.8,40.4,39.5,40.0,0.877,1.090,1.413,3.162,4.409,3.162,4.510,0.081,0.137,0.053,0.048,0.087,3.182,4.807,7.989,10.424,37.0,43.1,24.0,40.0,0.896,0.376,3.392,3.392,12.091,1.096,0.312,3.408,3.232,0.224,1.040,5.112,1.032,1.784,1638,40,37,37.0,0.723,
7.11.2025,19:31:57.457,1.228,0.825,1.363,1.363,1.363,43.1,42.6,39.9,39.9,40.1,39.8,40.4,39.5,40.0,0.877,1.090,1.413,3.162,4.409,3.162,4.510,0.081,0.137,0.053,0.048,0.087,3.182,4.807,7.989,10.424,37.0,43.0,24.0,40.0,0.896,0.376,3.392,3.392,12.091,1.096,0.312,3.408,3.232,0.224,1.040,5.112,1.032,1.784,1638,40,37,39.0,0.723,
7.11.2025,19:32:57.456,1.214,1.406,1.013,1.425,1.013,43.0,42.9,40.1,40.4,40.6,40.2,40.8,40.1,40.5,0.899,1.090,1.463,3.536,4.423,3.530,4.770,0.154,0.255,0.100,0.101,0.159,3.747,4.822,8.568,10.565,37.0,43.0,24.0,40.0,0.592,0.360,3.392,3.392,12.091,1.088,0.312,3.408,3.232,0.224,1.040,5.112,1.032,1.784,1609,40,37,39.0,0.723,
7.11.2025,19:33:57.483,1.397,1.387,1.312,1.444,1.444,42.8,42.6,40.0,40.0,40.2,39.8,40.5,39.6,40.1,0.875,1.090,1.444,3.161,4.412,3.168,4.513,0.086,0.134,0.055,0.068,0.087,3.194,4.810,8.005,10.505,37.0,42.5,24.0,40.0,0.848,0.384,3.392,3.392,12.091,1.088,0.312,3.408,3.232,0.224,1.040,5.112,1.032,1.784,1638,40,37,38.0,0.723,
7.11.2025,19:34:57.492,0.947,0.988,0.988,0.988,0.825,42.5,42.4,39.8,39.9,40.0,39.7,40.3,39.4,40.0,0.839,1.090,1.456,3.123,4.342,3.145,4.474,0.119,0.218,0.091,0.068,0.100,3.238,4.733,7.971,10.430,37.0,42.0,24.0,40.0,0.672,0.376,3.392,3.392,12.091,1.096,0.312,3.408,3.232,0.224,1.040,5.112,1.032,1.784,1607,40,37,37.0,0.723,
7.11.2025,19:35:57.506,0.875,1.025,0.825,0.825,0.825,42.0,41.8,39.2,39.2,39.2,39.1,39.6,38.7,39.2,0.733,1.090,1.456,2.434,4.170,2.422,3.938,0.057,0.079,0.053,0.045,0.050,2.421,4.547,6.968,9.948,37.0,42.1,24.0,40.0,0.736,0.384,3.376,3.376,12.038,1.088,0.312,3.408,3.232,0.224,1.040,5.112,1.032,1.784,1578,40,37,37.0,0.723,
7.11.2025,19:36:57.513,0.875,1.000,0.812,1.000,1.000,42.1,41.8,39.1,39.2,39.3,39.3,39.6,38.8,39.3,0.764,1.090,1.450,2.766,4.196,2.771,4.174,0.099,0.123,0.098,0.065,0.108,2.891,4.575,7.466,9.698,37.0,42.1,24.0,40.0,1.296,0.384,3.392,3.392,12.091,1.088,0.312,3.408,3.232,0.224,1.040,5.112,1.032,1.784,1607,40,37,37.0,0.723,
7.11.2025,19:37:57.518,0.953,1.000,0.812,1.000,1.000,41.6,41.6,38.9,38.9,39.0,38.9,39.3,38.4,39.0,0.742,1.090,1.456,2.542,4.173,2.543,4.017,0.073,0.109,0.068,0.057,0.058,2.576,4.551,7.127,9.468,37.0,42.2,24.0,40.0,0.992,0.384,3.392,3.392,12.091,1.096,0.312,3.408,3.232,0.224,1.032,5.112,1.032,1.784,1632,40,37,40.0,0.723,
7.11.2025,19:38:57.540,0.953,1.000,0.812,1.000,1.000,42.2,41.5,38.9,39.0,39.1,38.9,39.4,38.5,39.0,0.739,1.090,1.456,2.575,4.178,2.574,4.033,0.086,0.120,0.072,0.062,0.090,2.628,4.556,7.184,9.284,37.0,51.9,24.0,40.0,0.736,0.376,3.392,3.376,12.091,1.096,0.312,3.408,3.232,0.224,1.040,5.112,1.032,1.784,1607,40,37,41.0,0.723,
7.11.2025,19:39:57.532,0.955,0.812,1.013,0.988,1.006,51.6,41.9,39.2,39.5,39.7,39.4,39.9,39.0,39.7,0.814,1.090,1.150,3.349,4.289,3.248,4.593,0.209,0.385,0.152,0.151,0.148,3.629,4.677,8.306,9.285,37.0,46.2,24.0,40.0,1.008,0.384,3.392,3.392,12.091,1.096,0.312,3.408,3.232,0.224,1.040,5.088,1.032,1.784,1577,40,37,40.0,0.721,
7.11.2025,19:40:57.552,0.963,0.812,1.013,1.013,1.013,51.2,45.3,42.6,43.4,42.4,41.5,42.6,42.0,42.8,1.009,1.088,1.463,4.310,4.826,4.312,5.536,0.626,0.529,0.089,0.097,0.109,4.538,5.252,9.790,12.358,37.0,51.8,24.0,40.0,0.976,0.384,3.392,3.392,12.091,1.088,0.312,3.408,3.232,0.224,1.040,5.088,1.032,1.784,1609,40,37,40.0,0.721,
7.11.2025,19:41:57.551,0.963,1.013,1.025,1.137,1.137,51.2,45.3,42.6,42.1,42.4,41.5,42.6,42.0,42.8,1.009,1.088,1.463,4.310,4.826,4.312,5.536,0.206,0.529,0.089,0.097,0.109,4.538,5.252,9.790,12.358,37.0,54.1,24.0,40.0,0.976,0.384,3.392,3.392,12.091,1.088,0.312,3.408,3.232,0.224,1.040,5.088,1.032,1.784,1609,40,37,40.0,0.721,
7.11.2025,19:42:57.563,0.859,1.000,0.812,0.812,0.812,45.0,45.0,42.2,42.2,42.5,42.1,42.8,42.1,42.9,1.013,1.088,1.456,4.367,4.838,4.348,5.573,0.213,0.521,0.105,0.109,0.116,4.605,5.266,9.871,12.448,37.0,45.0,24.0,40.0,1.008,0.384,3.392,3.376,12.091,1.088,0.312,3.408,3.232,0.224,1.040,5.088,1.032,1.784,1634,40,37,39.0,0.721,
7.11.2025,19:43:57.562,0.859,1.000,0.812,0.812,0.812,45.0,45.0,42.2,42.4,42.5,42.1,42.8,42.1,42.9,0.922,1.090,1.456,4.212,4.468,4.249,5.240,0.282,0.442,0.247,0.231,0.208,4.690,4.869,9.559,12.489,37.0,45.0,24.0,40.0,0.528,0.384,3.392,3.392,12.091,1.088,0.312,3.408,3.232,0.224,1.032,5.088,1.032,1.784,1638,40,37,39.0,0.721,
7.11.2025,19:44:57.559,1.283,1.356,1.025,1.375,1.375,51.1,43.9,41.3,41.4,41.5,41.0,41.9,41.1,41.6,0.859,1.090,1.394,3.381,4.384,3.349,4.670,0.148,0.234,0.104,0.123,0.133,3.589,4.778,8.367,11.596,37.0,51.5,24.0,40.0,1.424,0.400,3.376,3.376,12.038,1.088,0.312,3.408,3.232,0.224,1.032,5.088,1.032,1.784,1578,40,37,39.0,0.722,
7.11.2025,19:45:57.571,1.219,1.200,1.337,1.169,1.169,46.5,45.2,42.3,42.5,42.6,42.0,42.9,42.3,43.2,1.026,1.088,1.181,4.891,4.769,4.875,5.867,0.309,0.456,0.210,0.281,0.290,5.451,5.192,10.644,11.849,38.0,46.5,24.0,40.0,1.184,0.392,3.392,3.392,12.091,1.088,0.312,3.408,3.232,0.224,1.040,5.088,1.032,1.784,1636,40,37,42.0,0.721,
7.11.2025,19:46:57.578,0.947,0.988,0.988,0.988,0.825,54.4,45.9,43.0,43.1,43.2,42.7,43.6,42.9,44.0,0.995,1.089,1.444,4.901,4.725,4.916,5.856,0.359,0.563,0.258,0.315,0.299,5.555,5.145,10.700,12.696,38.0,54.8,24.0,40.0,1.024,0.384,3.392,3.392,12.091,1.088,0.312,3.408,3.232,0.224,1.040,5.112,1.032,1.784,1609,40,37,40.0,0.721,
7.11.2025,19:47:57.571,1.122,1.025,0.994,1.062,1.406,57.2,46.2,43.1,43.4,43.6,43.2,43.8,43.2,44.5,1.044,1.089,1.438,5.308,4.637,5.330,6.087,0.432,0.740,0.363,0.336,0.290,6.103,5.052,11.155,12.916,38.0,57.9,24.0,40.0,0.400,0.384,3.376,3.376,12.038,1.096,0.312,3.408,3.232,0.224,1.032,5.088,1.032,1.784,1636,40,38,40.0,0.721,
7.11.2025,19:48:57.570,1.348,1.356,1.344,1.350,1.344,56.4,45.9,42.9,43.3,43.4,42.9,43.8,43.0,44.0,0.962,1.089,1.381,4.734,4.520,4.578,5.615,0.353,0.539,0.247,0.348,0.279,5.374,4.925,10.299,13.052,38.0,56.4,24.0,40.0,1.360,0.392,3.376,3.360,12.038,1.088,0.312,3.408,3.232,0.224,1.032,5.088,1.032,1.784,1605,40,38,41.0,0.721,
7.11.2025,19:49:57.576,1.116,1.150,1.013,1.150,1.150,47.0,46.0,42.9,43.4,43.5,43.0,43.7,43.2,44.1,0.975,1.090,1.406,4.896,4.505,5.030,5.723,0.389,0.639,0.275,0.325,0.315,5.585,4.909,10.494,12.947,38.0,47.0,24.0,40.0,0.608,0.384,3.392,3.392,12.091,1.088,0.312,3.408,3.232,0.224,1.032,5.112,1.032,1.784,1610,40,38,40.0,0.721,
7.11.2025,19:50:57.586,1.216,1.025,1.238,1.363,1.238,57.4,46.3,43.2,43.5,43.6,43.2,43.8,43.2,44.5,1.023,1.089,1.425,5.099,4.549,5.115,5.901,0.416,0.730,0.373,0.312,0.247,5.852,4.958,10.809,13.136,38.0,57.8,24.0,40.0,1.008,0.384,3.392,3.376,12.091,1.088,0.312,3.408,3.232,0.224,1.032,5.112,1.032,1.784,1580,40,38,40.0,0.721,
7.11.2025,19:51:57.600,1.377,1.312,1.438,1.431,1.325,54.4,45.5,42.6,42.6,42.8,42.2,43.1,42.4,43.3,0.897,1.090,1.387,3.834,4.418,3.835,4.980,0.224,0.374,0.152,0.205,0.165,4.202,4.815,9.017,12.754,38.0,54.6,24.0,40.0,0.784,0.360,3.392,3.392,12.091,1.088,0.312,3.408,3.232,0.224,1.032,5.112,1.032,1.784,1636,40,38,39.0,0.721,
7.11.2025,19:52:57.621,0.964,0.812,1.013,1.025,1.006,47.2,46.8,43.9,44.2,44.4,44.0,44.5,44.0,45.2,1.038,1.089,1.200,5.629,4.710,5.639,6.335,0.516,0.866,0.431,0.395,0.373,6.601,5.130,11.732,13.340,38.0,47.0,24.0,40.0,0.784,0.376,3.392,3.392,12.091,1.088,0.312,3.408,3.232,0.224,1.032,5.088,1.032,1.784,1609,40,38,40.0,0.721,
7.11.2025,19:53:57.631,1.241,1.025,1.087,1.444,1.406,47.5,47.1,44.3,44.4,44.7,44.3,44.7,44.1,45.6,1.050,1.089,1.100,5.646,4.722,5.619,6.365,0.521,0.917,0.443,0.389,0.335,6.649,5.143,11.792,13.820,38.0,47.2,24.0,40.0,0.592,0.384,3.392,3.392,12.091,1.088,0.312,3.408,3.232,0.224,1.032,5.088,1.032,1.784,1607,40,38,41.0,0.721,
7.11.2025,19:54:57.648,1.281,1.456,1.025,1.456,1.188,46.2,45.9,43.1,42.9,43.0,42.5,43.3,42.8,43.6,0.921,1.090,1.456,3.746,4.473,3.774,4.943,0.183,0.326,0.126,0.141,0.138,3.996,4.877,8.873,13.416,38.0,47.5,24.0,40.0,1.024,0.384,3.376,3.376,12.038,1.088,0.312,3.408,3.232,0.224,1.032,5.088,1.032,1.784,1580,40,38,41.0,0.721,
7.11.2025,19:55:57.663,0.819,0.819,0.819,0.819,0.819,46.1,45.6,42.6,42.7,42.9,42.3,43.1,42.5,43.5,0.965,1.090,1.394,4.304,4.538,4.313,5.386,0.284,0.557,0.213,0.192,0.172,4.810,4.946,9.756,12.565,38.0,46.1,24.0,40.0,0.848,0.384,3.392,3.392,12.091,1.088,0.312,3.408,3.232,0.224,1.032,5.088,1.032,1.784,1582,40,38,40.0,0.721,
7.11.2025,19:56:57.673,0.962,1.025,1.000,1.000,0.825,45.2,44.9,42.1,42.1,42.3,41.7,42.5,41.9,42.6,0.932,1.090,1.406,3.725,4.436,3.719,4.926,0.163,0.316,0.107,0.108,0.122,3.956,4.837,8.792,12.179,38.0,45.2,24.0,40.0,0.928,0.360,3.392,3.392,12.038,1.088,0.312,3.408,3.232,0.224,1.032,5.088,1.032,1.784,1609,40,38,39.0,0.721,
7.11.2025,19:57:57.682,1.053,1.000,1.163,1.025,1.025,46.4,46.2,43.2,43.4,43.7,43.1,43.7,43.1,44.4,1.049,1.089,1.244,5.411,4.772,5.408,6.197,0.447,0.849,0.337,0.315,0.286,6.150,5.196,11.346,12.505,38.0,46.4,24.0,40.0,1.008,0.384,3.392,3.376,12.091,1.088,0.312,3.408,3.232,0.224,1.032,5.088,1.032,1.784,1638,40,38,40.0,0.721,
7.11.2025,19:58:57.700,0.838,0.838,0.838,0.838,0.838,45.9,45.5,42.5,42.7,42.9,42.4,43.1,42.4,43.4,0.972,1.090,1.406,4.230,4.511,4.222,5.300,0.257,0.477,0.213,0.182,0.156,4.643,4.917,9.560,12.626,38.0,45.9,24.0,40.0,1.024,0.384,3.392,3.376,12.091,1.088,0.312,3.408,3.232,0.224,1.032,5.112,1.032,1.784,1582,40,38,39.0,0.721,
7.11.2025,19:59:57.717,1.009,1.038,1.000,1.000,1.000,44.9,45.4,42.5,42.7,42.8,42.3,43.1,42.4,43.2,0.886,1.090,1.394,3.959,4.435,3.985,5.086,0.264,0.421,0.189,0.237,0.210,4.430,4.834,9.263,12.546,38.0,44.9,24.0,40.0,0.240,0.360,3.392,3.392,12.091,1.088,0.312,3.408,3.232,0.224,1.032,5.112,1.032,1.784,1640,40,38,42.0,0.721,
7.11.2025,20:0:57.712,1.070,1.031,1.075,1.081,1.094,44.9,45.4,42.5,42.7,42.8,42.3,43.1,42.4,43.2,0.886,1.090,1.394,3.959,4.435,3.985,5.086,0.264,0.421,0.189,0.237,0.210,4.430,4.834,9.263,12.546,38.0,52.1,24.0,40.0,1.168,0.384,3.376,3.376,12.091,1.088,0.312,3.408,3.232,0.224,1.040,5.112,1.032,1.784,1582,40,38,43.0,0.721,
7.11.2025,20:1:57.719,1.183,1.019,1.337,1.038,1.337,55.6,46.1,43.0,43.3,43.5,43.0,43.6,43.1,44.3,1.027,1.090,1.031,5.143,4.553,5.126,5.941,0.429,0.801,0.355,0.315,0.244,5.901,4.962,10.863,12.708,38.0,55.9,24.0,40.0,1.024,0.384,3.376,3.376,12.091,1.088,0.312,3.408,3.232,0.224,1.032,5.088,1.032,1.784,1636,40,38,43.0,0.721,
7.11.2025,20:2:57.731,1.272,1.025,1.344,1.375,1.344,45.2,45.6,42.6,43.3,42.9,42.4,43.1,42.5,43.4,0.916,1.090,1.450,5.143,4.553,5.126,5.941,0.429,0.801,0.355,0.315,0.244,5.901,4.962,10.863,12.708,38.0,45.2,24.0,40.0,1.040,0.384,3.376,3.360,12.091,1.088,0.312,3.408,3.232,0.224,1.032,5.088,1.032,1.784,1584,40,38,42.0,0.721,
7.11.2025,20:3:57.731,0.814,0.819,0.812,0.812,0.812,47.0,46.3,43.3,42.7,43.8,43.3,44.0,43.4,44.7,1.049,1.089,1.444,5.532,4.685,5.524,6.270,0.260,0.825,0.372,0.389,0.336,6.454,5.104,11.559,12.770,38.0,47.0,24.0,40.0,0.816,0.384,3.392,3.376,12.091,1.088,0.312,3.408,3.232,0.224,1.032,5.112,1.032,1.784,1584,40,38,42.0,0.721,
7.11.2025,20:4:57.742,0.875,1.006,0.831,0.831,0.831,45.0,45.5,42.5,42.7,42.8,42.4,43.0,42.4,43.3,0.899,1.090,1.463,3.855,4.346,3.884,5.007,0.227,0.400,0.191,0.171,0.147,4.205,4.739,8.944,12.975,38.0,45.0,24.0,40.0,0.624,0.384,3.392,3.392,12.091,1.096,0.312,3.408,3.232,0.224,1.032,5.088,1.032,1.784,1636,40,38,39.0,0.721,
7.11.2025,20:5:57.761,1.288,1.387,1.013,1.375,1.375,43.8,43.4,40.6,41.0,41.1,40.8,41.4,40.6,40.9,0.781,1.091,1.444,2.797,4.145,2.793,4.222,0.074,0.117,0.057,0.059,0.064,2.844,4.522,7.366,11.565,38.0,43.8,24.0,40.0,0.240,0.376,3.392,3.392,12.091,1.088,0.312,3.408,3.232,0.224,1.032,5.088,1.032,1.784,1610,40,38,38.0,0.721,
7.11.2025,20:6:57.767,0.966,1.387,0.825,0.825,0.825,42.9,42.5,39.6,40.0,40.1,39.9,40.5,39.5,40.0,0.790,1.091,1.450,2.843,4.149,2.847,4.256,0.075,0.109,0.052,0.061,0.079,2.902,4.527,7.429,10.646,37.0,42.0,24.0,40.0,0.784,0.384,3.392,3.392,12.091,1.088,0.312,3.408,3.232,0.224,1.032,5.112,1.032,1.784,1582,40,38,38.0,0.722,
7.11.2025,20:7:57.788,0.825,0.825,0.825,0.825,0.825,46.0,42.0,39.2,39.6,39.6,39.4,40.0,39.3,39.7,0.804,1.091,1.450,3.018,4.155,3.011,4.384,0.099,0.118,0.043,0.084,0.152,3.167,4.533,7.700,10.140,37.0,46.2,24.0,40.0,0.480,0.376,3.392,3.376,12.091,1.088,0.312,3.408,3.232,0.224,1.032,5.112,1.032,1.784,1610,40,37,38.0,0.723,
7.11.2025,20:8:57.798,1.348,1.356,1.350,1.337,1.350,55.1,45.7,41.5,45.2,45.4,45.6,44.3,45.4,44.8,1.073,1.090,1.369,8.526,4.324,8.357,8.122,1.140,2.025,0.874,0.549,1.112,11.033,4.715,15.748,11.287,37.0,55.2,24.0,40.0,1.344,0.384,3.376,3.360,12.038,1.088,0.312,3.408,3.216,0.224,1.032,5.088,1.032,1.784,1632,40,37,42.0,0.723,
7.11.2025,20:9:57.807,1.278,1.025,1.363,1.363,1.363,56.0,50.4,46.1,49.8,51.8,50.1,48.6,48.6,49.7,1.281,1.090,1.375,9.889,4.431,9.963,9.180,1.536,3.717,1.120,0.499,0.809,13.082,4.834,17.916,16.352,37.0,56.0,24.0,40.0,1.360,0.392,3.376,3.376,12.091,1.096,0.312,3.408,3.232,0.224,1.040,5.088,1.032,1.784,1578,40,44,43.0,0.722,
7.11.2025,20:10:57.812,1.328,1.419,1.025,1.450,1.419,45.5,46.3,43.5,43.3,43.5,42.9,43.5,43.1,44.0,0.827,1.091,1.469,3.319,4.177,3.414,4.599,0.190,0.453,0.156,0.076,0.074,3.608,4.556,8.164,15.535,37.0,45.5,24.0,40.0,0.608,0.360,3.392,3.376,12.091,1.088,0.312,3.408,3.232,0.224,1.032,5.088,1.032,1.784,1582,40,39,40.0,0.721,
7.11.2025,20:11:57.827,1.134,1.038,1.438,1.025,1.038,44.0,43.8,41.1,41.3,41.5,41.0,41.8,41.1,41.5,0.792,1.091,1.450,2.864,4.151,2.875,4.271,0.083,0.133,0.062,0.070,0.069,2.933,4.528,7.461,12.869,37.0,44.0,24.0,40.0,0.592,0.384,3.376,3.392,12.091,1.088,0.312,3.408,3.232,0.224,1.032,5.112,1.032,1.784,1605,40,38,38.0,0.721,
7.11.2025,20:12:57.830,0.825,0.825,0.825,0.825,0.825,43.2,42.6,39.9,40.2,40.3,40.0,40.7,39.8,40.3,0.774,1.091,1.406,2.704,4.138,2.703,4.154,0.062,0.102,0.039,0.054,0.052,2.710,4.514,7.224,11.333,37.0,43.2,24.0,40.0,0.480,0.360,3.376,3.376,12.091,1.096,0.312,3.408,3.232,0.224,1.032,5.088,1.032,1.784,1636,40,37,38.0,0.722,
